obs_id,object_id,object_name,object_name_2MASS,object_name_HIP,object_name_HR,object_name_TYC,object_name_SAO,folder,date_obs,obs_start,obs_end,infrared_filter,irdis_dual_filter,tel_ambi_fwhm_mean,tel_tau0_mean,tel_ambi_windsp,windSpeed_200_asm,seeing_sparta_min,seeing_sparta_max,seeing_sparta_avg,seeing_tel_ia_fwhmlinobs,seeing_tel_ia_fwhmlin,seeing_tel_ia_fwhm,seeing_ambi_fwhm,mass_turbfwhm_asm,mass_fwhm_asm,dimm_fwhm_asm,historical_ambient_fwhm_asm,mass_tau0_asm,mass_tau_asm,historical_ambient_tau_asm,mass_tau0_ms_asm,mass_tau_ms_asm,historical_ambient_tau_ms_asm,tel_ambi_tau0,strehl_sparta_avg,strehl_sparta_max,strehl_sparta_min,flux_K,flux_H,flux_R,flux_G,NAXIS1,n_frames,rot_max,mtime,missing_psf,split,status_obs,comment,found,waffle_amplitude,is_lwe,category,seeing_final,tau_final,analytical_strehl,obs_category,analytical_strehl2,obs_category2,obs_category3
HD_197481__2015-05-16__09-14-50,HD_197481,AU_MIC,,HIP_102409,,TYC_7457-641-1,SAO_212402,HIP 102409_DB_H23_2015-05-15_ird_convert_recenter_dc2022_COBREX_332836,2015-05-16T09:14:50.65,2015-05-16T08:59:12.63,2015-05-16T09:30:28.08,DB_H23,B_H,1.6400,1.8000,10.3800,10.6313,-1.0000,-1.0000,-1.0000,1.3100,1.2900,1.2500,1.0000,,,,1.5793,,,0.0020,,,1.9789,1.6000,-1.0000,-1.0000,-1.0000,4.5290,4.8310,9.0780,7.8434,56,56,-25.4368,2022-06-25_04-32-28,0,train,3.0000,"edge-on disk, draw rectangular box full diagonal x 40 pix",,0.0400,0,0,1.5793,1.9789,0.5091,0,0.7280,0,0
HD_197481__2015-05-30__09-11-51,HD_197481,AU MIC,,HIP_102409,,TYC_7457-641-1,SAO_212402,HIP 102409_DB_H23_2015-05-29_ird_convert_recenter_dc2022_COBREX_332871,2015-05-30T09:11:51.99,2015-05-30T08:25:22.06,2015-05-30T10:04:44.47,DB_H23,B_H,0.7400,1.8000,5.1500,60.3431,0.2804,0.7006,0.4343,0.8500,0.8400,0.7900,1.0000,,,,0.7764,,,0.0017,,,1.7159,1.7000,0.7685,0.8257,0.6368,4.5290,4.8310,9.0780,7.8434,160,160,-118.7164,2022-06-25_04-48-51,0,train,3.0000,"edge-on disk, draw rectangular box full diagonal x 40 pix",,0.0300,0,1,0.7764,1.7159,0.5877,1,0.7898,0,1
HD_197481__2015-06-27__06-38-09,HD_197481,HIP_102409,,HIP_102409,,TYC_7457-641-1,SAO_212402,HIP 102409_DB_K12_2015-06-26_ird_convert_recenter_dc2022_COBREX_333188,2015-06-27T06:38:09.26,2015-06-27T06:33:37.06,2015-06-27T06:42:41.45,DB_K12,B_Ks,0.5000,4.8000,5.8000,,0.2170,0.4191,0.2656,0.8100,0.8100,0.4300,1.0000,,,,0.4878,,,0.0048,,,4.8301,4.7000,0.8270,0.8569,0.7599,4.5290,4.8310,9.0780,7.8434,32,32,-9.2888,2022-06-25_06-55-34,0,train,3.0000,"edge-on disk, draw rectangular box full diagonal x 40 pix",,0.0400,0,2,0.4878,4.8301,0.8427,2,0.8717,1,2
HD_197481__2015-06-27__07-46-40,HD_197481,HIP_102409,,HIP_102409,,TYC_7457-641-1,SAO_212402,HIP 102409_DB_K12_2015-06-26_ird_convert_recenter_dc2022_COBREX_333189,2015-06-27T07:46:40.53,2015-06-27T07:17:50.78,2015-06-27T08:15:30.10,DB_K12,B_Ks,0.6400,3.4000,4.0000,32.4716,0.2321,0.5294,0.3166,0.7700,0.7600,0.7100,1.0000,,,,0.6535,,,0.0036,,,3.5733,3.3000,0.7450,0.8373,0.6005,4.5290,4.8310,9.0780,7.8434,689,689,-50.6179,2022-06-25_07-10-30,0,train,3.0000,"edge-on disk, draw rectangular box full diagonal x 40 pix",,0.0500,0,2,0.6535,3.5733,0.7842,1,0.8515,1,2
HD_197481__2015-09-25__01-28-20,HD_197481,HIP_102409,,HIP_102409,,TYC_7457-641-1,SAO_212402,HIP 102409_DB_K12_2015-09-24_ird_convert_recenter_dc2022_COBREX_335232,2015-09-25T01:28:20.70,2015-09-25T00:42:43.45,2015-09-25T02:13:57.04,DB_K12,B_Ks,1.0800,3.9000,7.7800,42.6753,0.3301,1.0234,0.5365,1.0000,0.9900,0.9200,1.0000,,,,1.0423,,,0.0042,,,4.1809,2.9000,0.8135,0.8503,0.7327,4.5290,4.8310,9.0780,7.8434,320,320,0.0000,2022-06-25_18-41-03,0,,2.0000,not an ADI sequence --> out,,0.0400,0,1,1.0423,4.1809,0.7374,1,0.8238,1,1
HD_197481__2015-10-01__00-20-11,HD_197481,HIP_102409,,HIP_102409,,TYC_7457-641-1,SAO_212402,HIP 102409_DB_K12_2015-09-30_ird_convert_recenter_dc2022_COBREX_335370,2015-10-01T00:20:11.96,2015-09-30T23:32:06.59,2015-10-01T01:08:16.93,DB_K12,B_Ks,0.5400,2.7000,4.7500,52.6097,0.2253,0.4342,0.2858,0.7500,0.7400,0.6700,1.0000,,,,0.5525,,,0.0027,,,2.7420,2.3000,0.8368,0.8564,0.8163,4.5290,4.8310,9.0780,7.8434,640,640,-105.9510,2022-06-25_20-07-57,0,train,3.0000,"edge-on disk, draw rectangular box full diagonal x 40 pix",,0.0600,0,1,0.5525,2.7420,0.7511,1,0.8458,1,1
HD_197481__2016-05-21__09-43-27,HD_197481,HIP_102409,,HIP_102409,,TYC_7457-641-1,SAO_212402,HIP 102409_DB_K12_2016-05-20_ird_convert_recenter_dc2022_COBREX_332456,2016-05-21T09:43:27.32,2016-05-21T09:13:32.58,2016-05-21T10:13:22.73,DB_K12,B_Ks,1.4400,2.5000,6.1000,34.6991,0.4894,1.7304,0.7651,1.1900,1.1800,1.0900,1.0000,1.3805,0.4574,1.4248,,0.0025,0.0036,,2.4736,3.6101,,2.4000,0.7463,0.8076,0.5264,4.5290,4.8310,9.0780,7.8434,210,210,-88.0694,2022-06-25_02-38-29,0,train,3.0000,"edge-on disk, draw rectangular box full diagonal x 40 pix",,0.0300,0,0,1.4248,2.4736,0.5869,1,0.7616,0,0
HD_197890__2015-06-04__08-15-32,HD_197890,BO_MIC,,HIP_102626,,TYC_7469-997-1,SAO_212437,HIP 102626_DB_H23_2015-06-03_ird_convert_recenter_dc2022_COBREX_330595,2015-06-04T08:15:32.44,2015-06-04T07:40:25.95,2015-06-04T08:50:40.20,DB_H23,B_H,1.2500,2.9000,7.2000,22.6398,0.4347,0.9017,0.5912,1.0900,1.0700,111.3100,1.0000,,,,1.2182,,,0.0030,,,3.0011,2.6000,0.7604,0.8113,0.6049,6.7940,6.9300,,8.9449,64,64,-61.5179,2022-06-17_17-49-29,0,train,0.0000,interactive,,0.0300,0,1,1.2182,3.0011,0.6650,1,0.8033,1,1
HD_201184__2015-09-29__00-46-20,HD_201184,HIP_104365,,HIP_104365,HR_8087,TYC_6358-1841-1,SAO_190050,HIP 104365_DB_H23_2015-09-28_ird_convert_recenter_dc2022_COBREX_335302,2015-09-29T00:46:20.57,2015-09-29T00:09:45.81,2015-09-29T01:22:54.68,DB_H23,B_H,1.9100,1.6000,9.9000,21.5880,0.6058,1.3030,0.8401,1.3300,1.3200,1.2200,1.0000,,,,1.8943,,,0.0016,,,1.5701,2.1000,0.7958,0.8609,0.5687,5.3050,5.3340,,5.3076,256,256,80.5715,2022-06-25_19-04-04,0,train,0.0000,interactive,,0.0600,0,0,1.8943,1.5701,0.5787,1,0.7946,0,0
HD_201919__2015-06-03__09-04-45,HD_201919,TYC_6351_0286_1,,,,TYC_6351-286-1,,HD 201919_DB_H23_2015-06-02_ird_convert_recenter_dc2022_COBREX_332935,2015-06-03T09:04:45.46,2015-06-03T08:29:36.57,2015-06-03T09:39:52.16,DB_H23,B_H,0.9800,4.0000,5.7500,17.7617,0.2717,0.5284,0.3679,0.9300,0.9200,0.8600,1.0000,,,,0.9654,,,0.0041,,,4.0573,4.1000,0.8382,0.8777,0.7402,7.5830,7.7450,,10.1816,64,64,92.8512,2022-06-25_05-06-56,0,train,0.0000,interactive,,0.0300,0,2,0.9654,4.0573,0.6028,1,0.7620,0,2
HD_202917__2015-05-31__09-36-58,HD_202917,HIP 105388,,HIP_105388,,TYC_8806-401-1,SAO_246975,HIP 105388_DB_H23_2015-05-30_ird_convert_recenter_dc2022_COBREX_330141,2015-05-31T09:36:58.00,2015-05-31T08:46:34.19,2015-05-31T10:34:37.29,DB_H23,B_H,1.2500,1.1000,3.6000,60.6244,0.4228,1.2104,0.6932,1.2000,1.1100,1.0400,1.0000,,,,1.3216,,,0.0010,,,1.0094,1.1000,0.6588,0.7628,0.3822,6.9080,7.0260,,8.4923,86,86,-49.5564,2022-06-16_16-08-51,0,train,0.0000,interactive,,0.0400,0,1,1.3216,1.0094,0.3076,0,0.6793,0,0
HD_202917__2016-05-31__09-18-22,HD_202917,HIP_105388,,HIP_105388,,TYC_8806-401-1,SAO_246975,HIP 105388_DB_H23_2016-05-30_ird_convert_recenter_dc2022_COBREX_330205,2016-05-31T09:18:22.49,2016-05-31T08:43:12.80,2016-05-31T09:53:29.53,DB_H23,B_H,0.8300,2.6000,9.9300,61.5804,0.4572,1.0558,0.6157,1.0800,1.0000,0.9400,1.0000,0.8163,0.3383,0.7959,,0.0026,0.0032,,2.5744,3.2303,,2.7000,0.5742,0.8539,0.2601,6.9080,7.0260,,8.4923,64,64,-32.6789,2022-06-16_17-05-33,0,val,0.0000,interactive,,0.0400,0,1,0.7959,2.5744,0.7209,1,0.8596,1,1
HD_20630__2015-12-27__01-22-43,HD_20630,KAP_CET,,HIP_15457,HR_996,TYC_59-1947-1,SAO_111120,HIP 15457_DB_H23_2015-12-26_ird_convert_recenter_dc2022_COBREX_331870,2015-12-27T01:22:43.13,2015-12-27T00:46:31.50,2015-12-27T01:58:54.49,DB_H23,B_H,1.0400,2.9000,3.6000,20.0151,0.4013,0.9798,0.5792,1.0800,1.0000,0.9200,1.0000,,,,1.1872,,,0.0032,,,3.1881,4.7000,0.9065,0.9345,0.8240,2.9570,3.0390,4.2700,4.6565,480,480,33.2458,2022-06-24_21-10-21,0,train,0.0000,interactive,,0.0400,0,1,1.1872,3.1881,0.7911,1,0.9039,2,1
HD_206860__2015-09-30__01-47-41,HD_206860,HIP_107350,,HIP_107350,HR_8314,TYC_1133-1258-1,SAO_107364,HIP 107350_DB_H23_2015-09-29_ird_convert_recenter_dc2022_COBREX_329043,2015-09-30T01:47:41.00,2015-09-30T01:11:06.35,2015-09-30T02:24:15.70,DB_H23,B_H,0.8100,3.4000,6.7800,32.4623,0.3279,0.6858,0.4367,1.0800,0.9300,0.8300,1.0000,,,,0.8193,,,0.0033,,,3.3344,3.2000,0.8810,0.9018,0.8460,4.5590,4.6000,6.1600,5.8196,256,256,25.6903,2022-06-13_12-26-34,0,test,0.0000,interactive,,0.0400,0,2,0.8193,3.3344,0.8628,2,0.9307,2,2
HD_210049__2015-07-01__08-29-23,HD_210049,HIP_109285,,HIP_109285,HR_8431,TYC_7492-1466-1,SAO_213576,HIP 109285_DB_H23_2015-06-30_ird_convert_recenter_dc2022_COBREX_333437,2015-07-01T08:29:23.76,2015-07-01T07:54:16.59,2015-07-01T09:04:31.51,DB_H23,B_H,1.0134,1.2000,2.0300,62.6054,0.2077,0.8302,0.2696,0.7200,0.7100,0.6500,1.4000,,,,,,,,,,,1.2000,0.8375,0.8682,0.7144,4.3090,4.5500,4.4300,4.4659,64,64,-85.2939,2022-06-25_07-48-58,0,train,0.0000,interactive,,0.0400,1,0,1.0134,1.2000,0.7229,0,0.8926,-1,-1
HD_210049__2016-09-17__03-22-07,HD_210049,HIP_109285,,HIP_109285,HR_8431,TYC_7492-1466-1,SAO_213576,HIP 109285_DB_H23_2016-09-16_ird_convert_recenter_dc2022_COBREX_waffles_only_329726,2016-09-17T03:22:07.89,2016-09-17T02:46:18.86,2016-09-17T04:01:56.26,DB_H23,B_H,0.6000,19.7000,1.4300,13.8067,-1.0000,-1.0000,-1.0000,0.8000,0.7900,0.7300,0.8000,0.7126,0.2304,0.5918,,0.0201,0.0249,,20.1406,24.8730,,20.4000,-1.0000,-1.0000,-1.0000,4.3090,4.5500,4.4300,4.4659,420,420,-87.6297,2022-06-16_12-16-33,0,train,0.0000,interactive,,0.0300,1,0,0.5918,20.1406,0.9362,0,0.9687,-1,-1
HD_210049__2016-10-14__01-15-39,HD_210049,HIP_109285,,HIP_109285,HR_8431,TYC_7492-1466-1,SAO_213576,HIP 109285_DB_H23_2016-10-13_ird_convert_recenter_dc2022_COBREX_waffles_only_330681,2016-10-14T01:15:39.62,2016-10-14T00:44:36.38,2016-10-14T01:48:40.50,DB_H23,B_H,0.7400,2.4000,5.3000,53.8747,-1.0000,-1.0000,-1.0000,0.9000,0.8900,0.8300,1.4000,0.8498,0.4761,0.7371,,0.0024,0.0026,,2.4006,2.5847,,3.3000,-1.0000,-1.0000,-1.0000,4.3090,4.5500,4.4300,4.4659,80,80,-84.1233,2022-06-17_18-39-16,0,train,0.0000,interactive,,0.0300,0,1,0.7371,2.4006,0.8647,2,0.9447,2,1
HD_216803__2015-06-27__09-36-00,HD_216803,HIP_113283,,HIP_113283,HR_8721,TYC_7505-100-1,SAO_214197,HIP 113283_DB_H23_2015-06-26_ird_convert_recenter_dc2022_COBREX_333192,2015-06-27T09:36:00.49,2015-06-27T08:57:22.89,2015-06-27T10:14:37.27,DB_H23,B_H,0.9100,2.5000,2.8000,36.0230,0.2600,0.6912,0.3801,0.8800,0.8800,13.6600,1.0000,,,,0.9174,,,0.0024,,,2.4294,2.1000,0.7547,0.8533,0.4669,3.8050,3.8040,,6.0919,512,512,-100.7280,2022-06-25_07-07-12,0,test,0.0000,interactive,,0.0400,1,0,0.9174,2.4294,0.8263,0,0.9174,-1,-1
HD_216956__2015-06-30__08-01-31,HD_216956,No name,,HIP_113368,HR_8728,TYC_6977-1267-1,SAO_191524,HIP 113368_DB_H23_2015-06-29_ird_convert_recenter_dc2022_COBREX_waffles_only_333409,2015-06-30T08:01:31.92,2015-06-30T08:01:27.91,2015-06-30T08:01:35.93,DB_H23,B_H,0.8500,1.5000,5.0000,,-1.0000,-1.0000,-1.0000,0.9000,0.8800,0.8300,1.4000,,,,0.8500,,,0.0015,,,1.4780,1.5000,-1.0000,-1.0000,-1.0000,1.0500,1.0500,1.1100,,3,3,-0.0321,2022-06-25_07-41-41,0,,2.0000,not an ADI sequence --> out,,0.0400,0,1,0.8500,1.4780,0.7913,1,0.9223,2,0
HD_216956__2015-06-30__08-04-16,HD_216956,No name,,HIP_113368,HR_8728,TYC_6977-1267-1,SAO_191524,HIP 113368_DB_H23_2015-06-29_ird_convert_recenter_dc2022_COBREX_waffles_only_333410,2015-06-30T08:04:16.95,2015-06-30T08:04:12.93,2015-06-30T08:04:20.96,DB_H23,B_H,1.0300,1.2000,5.2800,,-1.0000,-1.0000,-1.0000,0.9400,0.9300,0.8500,1.4000,,,,,,,,,,,1.2000,-1.0000,-1.0000,-1.0000,1.0500,1.0500,1.1100,,3,3,-0.0342,2022-06-25_07-41-41,0,,2.0000,not an ADI sequence --> out,,0.0400,0,1,1.0300,1.2000,0.7211,1,0.8936,1,0
HD_216956__2015-06-30__08-15-59,HD_216956,No name,,HIP_113368,HR_8728,TYC_6977-1267-1,SAO_191524,HIP 113368_DB_H23_2015-06-29_ird_convert_recenter_dc2022_COBREX_333350,2015-06-30T08:15:59.76,2015-06-30T08:06:35.78,2015-06-30T08:25:23.81,DB_H23,B_H,0.9400,1.3000,4.7000,,0.3361,0.4474,0.3835,0.8900,0.8800,0.8100,1.4000,,,,0.9350,,,0.0013,,,1.3453,1.3000,0.7815,0.8383,0.6986,1.0500,1.0500,1.1100,,380,380,-8.7004,2022-06-25_07-40-55,0,,2.0000,"Fomalhaut disk, very large extend --> out",,0.0400,0,1,0.9350,1.3453,0.7603,1,0.9096,2,0
HD_216956__2015-09-24__02-37-03,HD_216956,HIP_113368,,HIP_113368,HR_8728,TYC_6977-1267-1,SAO_191524,HIP 113368_DB_NDH23_2015-09-23_ird_convert_recenter_dc2022_COBREX_330449,2015-09-24T02:37:03.44,2015-09-24T01:58:27.24,2015-09-24T03:15:40.71,DB_NDH23,B_ND-H,1.5500,1.4000,15.1300,62.2460,0.5134,1.0527,0.7465,1.2400,1.2200,1.1600,1.0000,,,,1.5463,,,0.0014,,,1.4127,1.2000,0.7164,0.8327,0.4654,1.0500,1.0500,1.1100,,512,512,-48.2294,2022-06-17_10-55-13,0,,2.0000,"Fomalhaut disk, very large extend --> out",,0.0400,0,0,1.5463,1.4127,0.6447,1,0.8423,1,0
HD_218396__2014-12-06__00-15-16,HD_218396,HR 8799,,HIP_114189,HR_8799,TYC_1718-2350-1,SAO_91022,HIP 114189_BB_H_2014-12-05_ird_convert_recenter_dc2022_COBREX_waffles_only_331970,2014-12-06T00:15:16.49,2014-12-05T23:59:03.09,2014-12-06T00:31:29.90,BB_H,B_H,1.0134,3.7000,5.7200,17.5257,-1.0000,-1.0000,-1.0000,1.9500,1.4600,1.3100,1.3000,,,,1.1700,,,0.0026,,,2.5573,3.7000,-1.0000,-1.0000,-1.0000,5.2400,5.2800,,5.9107,218,218,8.6196,2022-06-24_22-02-25,1,,,,not found,0.0200,0,1,1.1700,2.5573,0.7788,1,0.8939,1,1
HD_218396__2014-12-07__00-16-41,HD_218396,HR 8799,,HIP_114189,HR_8799,TYC_1718-2350-1,SAO_91022,HIP 114189_BB_H_2014-12-06_ird_convert_recenter_dc2022_COBREX_waffles_only_332045,2014-12-07T00:16:41.70,2014-12-07T00:00:28.23,2014-12-07T00:32:55.16,BB_H,B_H,1.3900,2.7000,9.5300,,-1.0000,-1.0000,-1.0000,1.6400,1.2200,1.0800,1.3000,,,,1.2520,,,0.0027,,,2.6897,2.7000,-1.0000,-1.0000,-1.0000,5.2400,5.2800,,5.9107,218,218,8.4458,2022-06-24_22-27-36,1,,,,not found,0.0200,0,1,1.2520,2.6897,0.7638,1,0.8854,1,1
HD_218396__2014-12-09__00-26-57,HD_218396,HR 8799,,HIP_114189,HR_8799,TYC_1718-2350-1,SAO_91022,HIP 114189_BB_H_2014-12-08_ird_convert_recenter_dc2022_COBREX_waffles_only_332237,2014-12-09T00:26:57.36,2014-12-09T00:10:43.96,2014-12-09T00:43:10.77,BB_H,B_H,1.0134,3.2000,1.8000,,-1.0000,-1.0000,-1.0000,1.4800,1.0700,0.8200,1.3000,,,,0.8628,,,0.0027,,,2.6798,3.2000,-1.0000,-1.0000,-1.0000,5.2400,5.2800,,5.9107,218,218,7.8380,2022-06-24_23-47-53,1,,,,not found,0.0200,1,0,0.8628,2.6798,0.8446,0,0.9266,-1,-1
HD_218396__2015-07-04__09-55-52,HD_218396,HIP_114189,,HIP_114189,HR_8799,TYC_1718-2350-1,SAO_91022,HD 218396f_DB_K12_2015-07-03_ird_convert_recenter_dc2022_COBREX_333483,2015-07-04T09:55:52.32,2015-07-04T09:06:56.46,2015-07-04T10:30:20.50,DB_K12,B_Ks,1.0700,2.0000,8.7300,30.6428,0.4859,0.9969,0.6652,1.4900,1.1700,3.1200,1.4000,,,,1.0521,,,0.0024,,,2.3571,2.3000,0.7632,0.8411,0.5762,5.2400,5.2800,,5.9107,120,120,24.5687,2022-06-25_07-56-30,0,train,0.0000,interactive,,0.0500,0,1,1.0521,2.3571,0.7982,1,0.9052,2,1
HD_218396__2016-11-18__01-21-08,HD_218396,HIP_114189,,HIP_114189,HR_8799,TYC_1718-2350-1,SAO_91022,HD 218396f_DB_H23_2016-11-17_ird_convert_recenter_dc2022_COBREX_waffles_only_333100,2016-11-18T01:21:08.85,2016-11-18T00:49:38.45,2016-11-18T01:52:41.75,DB_H23,B_H,0.9800,1.8000,5.5800,35.7204,-1.0000,-1.0000,-1.0000,1.5300,1.1700,0.9700,1.0000,0.9931,0.7809,0.9286,,0.0043,0.0049,,4.2770,4.8910,,4.9000,-1.0000,-1.0000,-1.0000,5.2400,5.2800,,5.9107,64,64,16.8358,2022-06-25_06-31-31,0,train,0.0000,interactive,,0.0400,0,1,0.9286,4.2770,0.8520,2,0.9256,2,2
HD_218396__2017-06-15__10-12-26,HD_218396,HIP_114189,,HIP_114189,HR_8799,TYC_1718-2350-1,SAO_91022,HD 218396f_DB_H23_2017-06-14_ird_convert_recenter_dc2022_COBREX_waffles_only_332112,2017-06-15T10:12:26.14,2017-06-15T09:41:37.01,2017-06-15T10:43:15.27,DB_H23,B_H,0.9200,2.8000,11.4500,35.7434,0.4565,1.0313,0.6578,1.4000,1.1300,1.0000,1.0000,0.8882,0.3317,0.8930,,0.0030,0.0074,,3.0402,7.3985,,2.7000,0.9253,0.9506,0.8687,5.2400,5.2800,,5.9107,144,144,19.2834,2022-06-24_22-47-51,0,train,0.0000,interactive,,0.0400,0,1,0.8930,3.0402,0.8458,2,0.9256,2,1
HD_218396__2017-10-08__02-12-08,HD_218396,HR8799,,HIP_114189,HR_8799,TYC_1718-2350-1,SAO_91022,HD 218396f_BB_H_2017-10-07_ird_convert_recenter_dc2022_COBREX_waffles_only_332316,2017-10-08T02:12:08.03,2017-10-07T23:49:37.05,2017-10-08T04:31:49.83,BB_H,B_H,0.6400,5.6000,9.0000,34.8778,0.3155,1.3404,0.5288,1.5000,1.1300,0.9300,0.6000,0.7597,0.3444,0.6588,,0.0055,0.0069,,5.4734,6.9331,,3.0000,0.8324,0.8792,0.6870,5.2400,5.2800,,5.9107,476,476,76.3497,2022-06-25_00-31-45,0,train,0.0000,interactive,,0.0200,0,2,0.6588,5.4734,0.9088,2,0.9516,2,2
HD_218396__2017-10-12__00-22-17,HD_218396,HR8799,,HIP_114189,HR_8799,TYC_1718-2350-1,SAO_91022,IRAS 23050+2051_BB_H_2017-10-11_ird_convert_recenter_dc2022_COBREX_waffles_only_332400,2017-10-12T00:22:17.43,2017-10-12T00:18:27.16,2017-10-12T00:26:07.70,BB_H,B_H,0.7100,3.9000,2.6700,,0.5100,0.7497,0.6139,1.6600,1.2000,0.9900,0.6000,0.8700,0.5067,0.7343,,0.0039,0.0041,,3.9147,4.1177,,3.9000,0.8252,0.8413,0.8008,5.2400,5.2800,,5.9107,14,14,1.6049,2022-06-25_02-10-51,0,train,0.0000,interactive,,0.0500,1,0,0.7343,3.9147,0.8865,0,0.9429,-1,-1
HD_218396__2017-10-12__02-58-12,HD_218396,HR8799,,HIP_114189,HR_8799,TYC_1718-2350-1,SAO_91022,IRAS 23050+2051_BB_H_2017-10-11_ird_convert_recenter_dc2022_COBREX_waffles_only_332401,2017-10-12T02:58:12.11,2017-10-12T00:34:53.49,2017-10-12T05:13:35.55,BB_H,B_H,0.6000,5.2000,5.7200,42.8700,0.2967,0.8450,0.4563,1.4800,1.1200,0.9200,0.6000,0.7359,0.3076,0.5942,,0.0053,0.0066,,5.3259,6.6244,,5.1000,0.8715,0.9033,0.7940,5.2400,5.2800,,5.9107,896,896,75.8523,2022-06-25_02-27-52,0,,0.0000,interactive,not found,0.0200,0,2,0.5942,5.3259,0.9190,2,0.9566,2,2
HD_218396__2017-10-13__02-18-21,HD_218396,HR8799,,HIP_114189,HR_8799,TYC_1718-2350-1,SAO_91022,HD 218396f_BB_H_2017-10-12_ird_convert_recenter_dc2022_COBREX_waffles_only_332787,2017-10-13T02:18:21.40,2017-10-12T23:50:53.68,2017-10-13T04:45:53.40,BB_H,B_H,0.6700,5.0000,3.1700,40.7745,0.2847,0.9536,0.4867,1.4800,1.1300,0.9300,0.6000,0.7914,0.3893,0.6652,,0.0050,0.0053,,4.9937,5.3219,,5.2000,0.8437,0.8929,0.7103,5.2400,5.2800,,5.9107,1856,1856,79.9700,2022-06-25_04-59-43,0,,0.0000,interactive,not found,0.0500,0,2,0.6652,4.9937,0.9057,2,0.9506,2,2
HD_218396__2018-06-19__09-15-26,HD_218396,HIP_114189,,HIP_114189,HR_8799,TYC_1718-2350-1,SAO_91022,IRAS 23050+2051_DB_H23_2018-06-18_ird_convert_recenter_dc2022_COBREX_waffles_only_333610,2018-06-19T09:15:26.15,2018-06-19T08:18:55.28,2018-06-19T10:16:48.05,DB_H23,B_H,0.6300,7.1000,5.0300,22.1673,0.4040,1.0703,0.6583,1.4900,1.1800,1.0000,1.0000,0.7114,0.4196,0.6449,,0.0071,0.0116,,7.1332,11.5547,,7.4000,0.8662,0.9040,0.7483,5.2400,5.2800,,5.9107,64,64,34.3997,2022-06-25_08-17-28,0,calib,0.0000,interactive,not found,0.0200,0,2,0.6449,7.1332,0.9156,2,0.9539,2,2
HD_219482__2015-10-01__03-40-26,HD_219482,HIP_114948,,HIP_114948,HR_8843,TYC_9126-1745-1,SAO_255446,HIP 114948_DB_H23_2015-09-30_ird_convert_recenter_dc2022_COBREX_335374,2015-10-01T03:40:26.77,2015-10-01T03:06:03.85,2015-10-01T04:14:47.56,DB_H23,B_H,0.7600,1.9000,4.0300,54.4045,0.3321,0.7514,0.4710,1.1200,0.9700,0.8900,1.0000,,,,0.7617,,,0.0019,,,1.9147,2.0000,0.7952,0.8606,0.5991,4.4370,4.6060,,5.5190,240,240,-25.6397,2022-06-25_19-56-34,0,calib,0.0000,interactive,,0.0400,0,1,0.7617,1.9147,0.8369,2,0.9318,2,1
HD_220825__2015-09-25__03-36-55,HD_220825,HIP_115738,,HIP_115738,HR_8911,TYC_578-1415-1,SAO_128186,HIP 115738_DB_H23_2015-09-24_ird_convert_recenter_dc2022_COBREX_335233,2015-09-25T03:36:55.85,2015-09-25T02:54:10.14,2015-09-25T04:19:41.35,DB_H23,B_H,1.3200,3.1000,6.4300,45.8980,0.3959,1.0423,0.6315,1.1500,1.0800,1.0300,1.0000,,,,1.2458,,,0.0032,,,3.2076,4.2000,0.8457,0.8865,0.7252,4.9600,4.9700,4.8700,4.9155,300,300,41.3384,2022-06-25_18-40-44,0,train,0.0000,interactive,,0.0400,0,1,1.2458,3.2076,0.7774,1,0.8954,2,1
HD_224228__2015-10-25__02-26-04,HD_224228,HIP118008,,HIP_118008,,TYC_8015-290-1,SAO_214868,HIP 118008_DB_H23_2015-10-24_ird_convert_recenter_dc2022_COBREX_329743,2015-10-25T02:26:04.39,2015-10-25T01:50:54.90,2015-10-25T03:01:12.89,DB_H23,B_H,1.4800,1.1000,12.0300,49.1126,0.4825,1.5525,0.7514,1.1800,1.1600,1.0900,1.4000,,,,1.5336,,,0.0011,,,1.0655,1.3000,0.6386,0.7250,0.4755,5.9070,6.0070,7.6690,7.9412,64,64,-59.2862,2022-06-16_12-15-44,0,train,0.0000,interactive,,0.0300,0,0,1.5336,1.0655,0.5773,1,0.7776,0,0
HD_224392__2015-10-27__02-35-57,HD_224392,HIP118121,,HIP_118121,HR_9062,TYC_9130-1766-1,SAO_255609,HIP 118121_DB_H23_2015-10-26_ird_convert_recenter_dc2022_COBREX_335448,2015-10-27T02:35:57.29,2015-10-27T02:00:18.36,2015-10-27T03:11:35.18,DB_H23,B_H,1.1600,1.4000,2.9500,43.1656,0.5175,1.1536,0.7777,1.4800,1.2600,1.1400,1.4000,,,,1.2487,,,0.0014,,,1.4130,1.3000,0.7418,0.8451,0.5830,4.8240,4.9490,,4.9783,128,128,-25.1562,2022-06-25_20-33-22,0,,1.0000,interactive,,0.0400,1,0,1.2487,1.4130,0.7053,0,0.8739,-1,-1
